feature,gain_total,gain_mean
emb_216,0.0,0.0
emb_215,0.0,0.0
emb_212,0.0,0.0
emb_467,0.0,0.0
emb_206,0.0,0.0
emb_337,0.0,0.0
emb_201,0.0,0.0
emb_193,0.0,0.0
emb_191,0.0,0.0
emb_189,0.0,0.0
emb_466,0.0,0.0
emb_471,0.0,0.0
